trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0.9, 'e': 0.7249803359578534}",20,0,-51.49799033942108,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
33,False,"{'a': 0.9, 'e': 0.7177305325982748}",30,10,-35.973818801421395,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
34,False,"{'a': 0.9, 'e': 0.7105532272722921}",20,5,-86.75623571764635,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 1}",1
35,False,"{'a': 0.9, 'e': 0.7034476949995692}",20,6,-38.399891688269456,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
36,False,"{'a': 0.9, 'e': 0.6964132180495735}",20,11,6.190901876940065,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.6894490858690777}",20,0,-124.68018293765222,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
38,False,"{'a': 0.9, 'e': 0.682554595010387}",20,7,16.043242888984103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.6757290490602831}",25,0,-76.3264913966387,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
40,False,"{'a': 0.9, 'e': 0.6689717585696803}",25,0,-109.69024911705519,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
41,False,"{'a': 0.9, 'e': 0.6622820409839835}",25,0,-83.00805548185971,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",1
42,False,"{'a': 0.9, 'e': 0.6556592205741436}",20,1,12.294303826181997,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.6491026283684022}",20,6,-47.35229629967954,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
44,False,"{'a': 0.9, 'e': 0.6426116020847181}",25,5,-130.08841504803186,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",1
45,False,"{'a': 0.9, 'e': 0.6361854860638709}",25,0,-19.099968620820242,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
46,False,"{'a': 0.9, 'e': 0.6298236312032323}",20,6,-39.756836317157095,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
47,False,"{'a': 0.9, 'e': 0.6235253948912}",20,2,-33.36488309264625,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.617290140942288}",25,0,-117.68405664654065,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
49,False,"{'a': 0.9, 'e': 0.6111172395328651}",30,0,-123.75779782948315,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
50,False,"{'a': 0.9, 'e': 0.6050060671375365}",20,0,4.653052113790747,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
51,False,"{'a': 0.9, 'e': 0.5989560064661611}",20,0,-4.074372890952043,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
52,False,"{'a': 0.9, 'e': 0.5929664464014994}",20,0,-8.23690351545443,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
53,False,"{'a': 0.9, 'e': 0.5870367819374844}",25,1,-22.21078992330672,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
54,False,"{'a': 0.9, 'e': 0.5811664141181095}",20,10,17.64112862484606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.9, 'e': 0.5753547499769285}",20,0,-34.45052378647553,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.9, 'e': 0.5696012024771592}",20,0,-119.56159726087785,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
57,False,"{'a': 0.9, 'e': 0.5639051904523876}",25,0,-54.53802048023128,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
58,False,"{'a': 0.9, 'e': 0.5582661385478638}",20,1,-85.88870099266273,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
59,False,"{'a': 0.9, 'e': 0.5526834771623851}",25,0,-37.361132427120836,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
60,False,"{'a': 0.9, 'e': 0.5471566423907612}",25,12,-1.7034584901995966,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.5416850759668536}",25,0,-37.30530222136444,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
62,False,"{'a': 0.9, 'e': 0.536268225207185}",25,1,-56.738765002399155,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 2}",1
63,False,"{'a': 0.9, 'e': 0.5309055429551132}",20,13,-2.213430212402317,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.9, 'e': 0.525596487525562}",20,0,-77.076280760886,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
65,False,"{'a': 0.9, 'e': 0.5203405226503064}",20,11,-56.24334895513943,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
66,False,"{'a': 0.9, 'e': 0.5151371174238033}",25,0,22.20596119165595,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.9, 'e': 0.5099857462495653}",20,12,-18.460833937183665,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
68,False,"{'a': 0.9, 'e': 0.5048858887870696}",20,2,-48.38645104643371,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
69,False,"{'a': 0.9, 'e': 0.4998370298991989}",20,0,-2.193831274952297,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
70,False,"{'a': 0.9, 'e': 0.49483865960020695}",20,8,-13.794864205199874,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.4898902730042049}",20,6,-90.58580496069169,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
72,False,"{'a': 0.9, 'e': 0.48499137027416284}",25,0,-26.982329695213483,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
73,False,"{'a': 0.9, 'e': 0.4801414565714212}",30,4,13.82082946751904,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.475340042005707}",20,0,0.7645941998605421,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.9, 'e': 0.47058664158564995}",25,0,-101.73146100261557,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
76,False,"{'a': 0.9, 'e': 0.4658807751697934}",20,0,8.982617072418787,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.9, 'e': 0.4612219674180955}",20,16,8.049209293612527,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.45660974774391455}",30,18,-22.187834679729082,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
79,False,"{'a': 0.9, 'e': 0.4520436502664754}",20,2,-30.413656859081637,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.9, 'e': 0.44752321376381066}",20,10,-4.68543663595155,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.44304798162617254}",25,17,-11.220955390914325,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.4386175018099108}",20,8,2.348484289165492,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.4342313267918117}",20,0,-25.28383080995785,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
84,False,"{'a': 0.9, 'e': 0.4298890135238936}",20,0,-33.130478907130865,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
85,False,"{'a': 0.9, 'e': 0.42559012338865465}",20,0,-40.87797884654206,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
86,False,"{'a': 0.9, 'e': 0.4213342221547681}",20,8,20.36507165487142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.41712087993322045}",25,0,-73.2349856826409,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
88,False,"{'a': 0.9, 'e': 0.41294967113388825}",20,16,7.051747867740017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 0.40882017442254937}",30,4,-31.804786200883566,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.9, 'e': 0.4047319726783239}",25,0,-46.67244827036174,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.9, 'e': 0.40068465295154065}",20,8,-85.16299059673838,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
92,False,"{'a': 0.9, 'e': 0.39667780642202527}",30,5,-19.45236301610242,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.9, 'e': 0.392711028357805}",25,0,-47.27521258460073,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
94,False,"{'a': 0.9, 'e': 0.38878391807422696}",20,5,-51.686024032410195,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
95,False,"{'a': 0.9, 'e': 0.3848960788934847}",20,12,9.199552043951405,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 0.38104711810454983}",20,0,-5.230573825508996,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
97,False,"{'a': 0.9, 'e': 0.37723664692350434}",25,11,-39.01547349792859,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
98,False,"{'a': 0.9, 'e': 0.37346428045426927}",20,6,13.436490423766017,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.9, 'e': 0.36972963764972655}",20,7,-15.9944753689946,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.9, 'e': 0.36603234127322926}",30,15,-40.14453931733489,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.9, 'e': 0.36237201786049694}",25,5,-42.73618140710824,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
102,False,"{'a': 0.9, 'e': 0.358748297681892}",20,13,-29.752380927008705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.9, 'e': 0.35516081470507305}",30,0,-17.542082683281766,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
104,False,"{'a': 0.9, 'e': 0.3516092065580223}",25,14,-21.313749978591765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.9, 'e': 0.34809311449244207}",20,0,16.557136813152848,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
106,False,"{'a': 0.9, 'e': 0.34461218334751764}",20,0,-16.167297008095662,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
107,False,"{'a': 0.9, 'e': 0.34116606151404244}",20,0,17.406939923048874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.9, 'e': 0.337754400898902}",20,0,-51.20715088906274,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
109,False,"{'a': 0.9, 'e': 0.334376856889913}",35,0,-76.46792334934646,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
110,False,"{'a': 0.9, 'e': 0.33103308832101386}",20,11,2.151983152072937,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.9, 'e': 0.3277227574378037}",30,17,24.82048250592618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.9, 'e': 0.3244455298634257}",25,10,-7.055325330000372,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
113,False,"{'a': 0.9, 'e': 0.3212010745647914}",20,0,-13.583964303859062,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
114,False,"{'a': 0.9, 'e': 0.3179890638191435}",20,0,-5.218923327427264,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
115,False,"{'a': 0.9, 'e': 0.31480917318095203}",35,24,6.2591036731114205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.9, 'e': 0.3116610814491425}",25,14,5.710471886234728,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.9, 'e': 0.30854447063465107}",20,16,8.93777789156736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.9, 'e': 0.30545902592830454}",30,15,0.0767913046588633,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 0.3024044356690215}",30,10,-7.402402264200286,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.9, 'e': 0.29938039131233124}",25,15,19.082357440515096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.9, 'e': 0.2963865873992079}",20,0,-108.98629639285694,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
122,False,"{'a': 0.9, 'e': 0.29342272152521587}",25,15,10.86590314793821,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.9, 'e': 0.2904884943099637}",30,8,26.849413167268345,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.9, 'e': 0.28758360936686406}",25,20,7.956011082549838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.9, 'e': 0.2847077732731954}",20,4,-15.25542805808927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.9, 'e': 0.28186069554046345}",25,8,-9.538735692630862,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.9, 'e': 0.2790420885850588}",25,12,15.80278578783037,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.9, 'e': 0.2762516676992082}",20,9,20.507581332718885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 0.27348915102221616}",20,14,7.957810219133848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.9, 'e': 0.270754259511994}",25,0,-3.5448564994840766,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
131,False,"{'a': 0.9, 'e': 0.26804671691687404}",25,0,9.627744979528615,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.9, 'e': 0.2653662497477053}",25,15,3.6425522939355943,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 0.2627125872502282}",20,7,-35.05277005188732,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.9, 'e': 0.2600854613777259}",20,16,5.893764423704695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.9, 'e': 0.2574846067639487}",20,0,-29.210637275882995,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.9, 'e': 0.2549097606963092}",25,0,35.42869322334672,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.9, 'e': 0.2523606630893461}",20,0,-67.70858384737485,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
138,False,"{'a': 0.9, 'e': 0.24983705645845267}",20,0,29.443594222570773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.9, 'e': 0.24733868589386815}",20,2,10.368717970937569,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.9, 'e': 0.24486529903492946}",25,20,10.092448225840059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.9, 'e': 0.24241664604458016}",25,14,-21.851636531996963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.9, 'e': 0.23999247958413436}",25,20,7.6427411580442595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.9, 'e': 0.23759255478829303}",20,4,-58.050149314700704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
144,False,"{'a': 0.9, 'e': 0.2352166292404101}",25,8,8.509414187877208,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.9, 'e': 0.232864462948006}",20,0,16.38125681896174,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.9, 'e': 0.23053581831852593}",25,15,20.688270259562366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.9, 'e': 0.22823046013534068}",20,10,-1.7203239291920083,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.9, 'e': 0.22594815553398728}",25,16,-3.206125896374135,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.9, 'e': 0.22368867397864742}",25,9,5.758821707495972,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.9, 'e': 0.22145178723886094}",20,3,-47.25815811166897,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
151,False,"{'a': 0.9, 'e': 0.21923726936647234}",35,26,-36.87152387477631,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.9, 'e': 0.2170448966728076}",20,14,10.76881256711921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.9, 'e': 0.21487444770607952}",30,19,-21.411312473816572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.9, 'e': 0.21272570322901874}",30,18,16.549857721956474,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.9, 'e': 0.21059844619672854}",20,13,-7.77187236106867,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.9, 'e': 0.20849246173476127}",25,0,11.729045263188729,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.9, 'e': 0.20640753711741366}",20,16,4.556631039317928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.9, 'e': 0.20434346174623952}",20,4,18.714600827907752,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.9, 'e': 0.20230002712877712}",20,15,1.0598059868518317,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.9, 'e': 0.20027702685748935}",25,0,-10.219386635199564,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 0.9, 'e': 0.19827425658891445}",20,9,6.04689604741198,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.9, 'e': 0.1962915140230253}",20,6,3.07847271050102,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.9, 'e': 0.19432859888279505}",25,2,-11.926151271512815,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
164,False,"{'a': 0.9, 'e': 0.1923853128939671}",20,13,9.6948445659572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.9, 'e': 0.19046145976502743}",25,1,24.154089319814922,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.9, 'e': 0.18855684516737714}",20,13,11.780424451849115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.9, 'e': 0.18667127671570335}",20,0,18.1516853270441,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.9, 'e': 0.18480456394854633}",30,23,12.01550688798129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.9, 'e': 0.18295651830906087}",20,11,-4.032058735995697,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.9, 'e': 0.18112695312597027}",25,18,13.340465913641669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.9, 'e': 0.17931568359471056}",20,14,8.805599623095052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.9, 'e': 0.17752252675876345}",20,6,14.817848901474713,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.9, 'e': 0.17574730149117582}",30,0,26.756704990974242,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.9, 'e': 0.17398982847626407}",25,0,-4.1066164772882665,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
175,False,"{'a': 0.9, 'e': 0.17224993019150142}",20,16,5.646370393113856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.9, 'e': 0.1705274308895864}",20,10,7.787927288231321,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.9, 'e': 0.16882215658069055}",20,3,29.210800913316668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.9, 'e': 0.16713393501488363}",25,0,12.50577377919556,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.9, 'e': 0.16546259566473479}",20,7,25.18874590565852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.9, 'e': 0.16380796970808745}",20,13,14.92884824282663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.9, 'e': 0.16216989001100657}",20,12,16.308166817464368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.9, 'e': 0.1605481911108965}",30,13,-36.25675666592164,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.9, 'e': 0.15894270919978754}",20,0,10.691167439875233,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.15735328210778965}",25,0,5.334314182100621,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
