trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,True,"{'a': 0.0, 'e': 0.0}",20,0,32.465856554704985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0.0, 'e': 0.0}",20,5,28.565440074721117,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,15,24.602347758946884,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,9,17.84119809998119,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,0,30.522744508970145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'a': 0.0, 'e': 0.0}",25,11,19.561725846880453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,11,-5.1779904869093,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",35,21,24.16888827669005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",30,20,19.25832367015471,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",20,15,7.656597901972387,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,9,21.773511256688746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",25,16,-1.8739046448604553,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",25,1,31.177577192160705,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,0,29.16468245216391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,True,"{'a': 0.0, 'e': 0.0}",25,0,38.27567029736036,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,True,"{'a': 0.0, 'e': 0.0}",25,0,42.23043316047761,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
33,True,"{'a': 0.0, 'e': 0.0}",25,14,17.607330857669716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",25,0,19.46496728756703,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,3,29.45708491222183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",20,4,22.882736147469352,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,15,9.961043657221186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,3,32.237364491885586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",25,7,34.242060010829874,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",30,22,14.658254390849516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
