trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.8, 'e': 0.5437943429267471}",20,5,6.027753053614339,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
21,False,"{'a': 0.8, 'e': 0.5274805126389447}",30,6,-59.208818890996724,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
22,False,"{'a': 0.8, 'e': 0.5116560972597763}",25,0,-14.771699812802717,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
23,False,"{'a': 0.8, 'e': 0.496306414341983}",20,13,4.429611218057447,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.8, 'e': 0.48141722191172354}",30,0,-140.33559317552036,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
25,False,"{'a': 0.8, 'e': 0.4669747052543718}",20,0,-135.78848164539428,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.8, 'e': 0.4529654640967406}",25,7,-28.28335128391062,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
27,False,"{'a': 0.8, 'e': 0.4393765001738384}",20,0,-53.55456660345748,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
28,False,"{'a': 0.8, 'e': 0.42619520516862325}",20,0,-46.45871833467142,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.8, 'e': 0.4134093490135645}",35,8,-64.03714765023517,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 1}",1
30,False,"{'a': 0.8, 'e': 0.4010070685431576}",20,8,16.918385501941408,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.8, 'e': 0.38897685648686287}",20,0,-59.1183294953486,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
32,False,"{'a': 0.8, 'e': 0.377307550792257}",20,0,4.275956275420261,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.8, 'e': 0.36598832426848926}",20,16,6.147988233931113,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.35500867454043455}",20,0,-71.91537771785015,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
35,False,"{'a': 0.8, 'e': 0.3443584143042215}",20,0,-56.509413199397386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
36,False,"{'a': 0.8, 'e': 0.3340276618750948}",25,13,-0.5169763777479455,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.8, 'e': 0.32400683201884195}",25,20,9.123098778293748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.8, 'e': 0.3142866270582767}",25,3,-140.3784526660138,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 3}",1
39,False,"{'a': 0.8, 'e': 0.3048580282465284}",20,0,-57.996296589364526,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
40,False,"{'a': 0.8, 'e': 0.2957122873991326}",20,0,-0.3637927396826033,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.8, 'e': 0.2868409187771586}",20,0,-27.538818060818905,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
42,False,"{'a': 0.8, 'e': 0.27823569121384384}",25,0,30.233500964316804,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.8, 'e': 0.2698886204774285}",20,8,-4.762741277147349,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
44,False,"{'a': 0.8, 'e': 0.26179196186310566}",20,0,-9.801805425176665,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
45,False,"{'a': 0.8, 'e': 0.2539382030072125}",25,17,13.212561818231888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.2463200569169961}",30,20,19.525028930093924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.23893045520948622}",30,6,-53.97463734702766,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
48,False,"{'a': 0.8, 'e': 0.23176254155320164}",30,3,-103.74407434531793,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 1}",1
49,False,"{'a': 0.8, 'e': 0.2248096653066056}",25,0,-10.376023659550142,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
50,False,"{'a': 0.8, 'e': 0.21806537534740741}",20,2,8.305154403304286,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.8, 'e': 0.2115234140869852}",20,8,-35.147448025833306,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
52,False,"{'a': 0.8, 'e': 0.20517771166437562}",25,6,27.826745570949953,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.8, 'e': 0.19902238031444436}",30,20,2.340455098122364,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.8, 'e': 0.19305170890501103}",20,5,25.944933849949596,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.1872601576378607}",25,0,-37.431735225846616,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
56,False,"{'a': 0.8, 'e': 0.18164235290872485}",20,14,-0.4486101153425053,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.8, 'e': 0.1761930823214631}",20,0,10.586679003047935,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.8, 'e': 0.17090728985181922}",25,0,22.70718819223075,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
59,False,"{'a': 0.8, 'e': 0.16578007115626464}",20,12,14.523405560078306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.1608066690215767}",30,20,17.35048098569182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.8, 'e': 0.1559824689509294}",25,20,7.697705098664409,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.8, 'e': 0.1513029948824015}",20,4,23.736281067605013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.14676390503592945}",30,18,-19.374350436701583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.8, 'e': 0.14236098788485158}",20,0,13.536568536096105,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
65,False,"{'a': 0.8, 'e': 0.13809015824830603}",35,18,29.2097947667411,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.13394745350085685}",20,14,12.139245700651843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.12992902989583113}",20,8,18.67464810564301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.1260311589989562}",25,14,-29.767256842805626,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
69,False,"{'a': 0.8, 'e': 0.12225022422898751}",20,11,4.349032748577313,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.8, 'e': 0.11858271750211788}",25,12,-20.275758983211915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
71,False,"{'a': 0.8, 'e': 0.11502523597705434}",20,5,2.6451746228495594,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.8, 'e': 0.1115744788977427}",20,10,-30.123012238754804,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.8, 'e': 0.10822724453081042}",30,13,19.47500412083906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.10498042719488611}",20,13,13.225089670980763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.8, 'e': 0.10183101437903952}",20,3,23.178987576053263,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.09877608394766833}",20,2,23.71003811193716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.8, 'e': 0.09581280142923829}",25,8,30.61279457064898,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.8, 'e': 0.09293841738636113}",25,3,35.63562808589836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.8, 'e': 0.09015026486477029}",25,7,31.582592180400567,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.08744575691882718}",20,13,10.909467263632202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.08482238421126237}",35,13,11.243349226189569,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
82,False,"{'a': 0.8, 'e': 0.0822777126849245}",25,0,38.16665842250797,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.07980938130437676}",20,6,-26.299583664939604,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.8, 'e': 0.07741509986524546}",20,8,5.135483973108256,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.0750926468692881}",25,11,-21.667560269029636,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.8, 'e': 0.07283986746320946}",25,20,8.979447720096847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.8, 'e': 0.07065467143931317}",20,13,14.791751114538885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.8, 'e': 0.06853503129613378}",20,0,29.916670808384186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.8, 'e': 0.06647898035724976}",25,11,-16.878685461333532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
90,False,"{'a': 0.8, 'e': 0.06448461094653227}",35,13,29.66593431413074,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.06255007261813629}",30,20,19.687067808521203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.0606735704395922}",35,21,24.050853783799177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.05885336332640443}",20,10,21.350610962552334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.057087762426612294}",20,10,15.983651292298944,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.05537512955381393}",25,5,21.298159805716463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.053713875667199505}",25,13,21.817501341705807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.05210245939718352}",20,0,15.354062262158799,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.8, 'e': 0.05053938561526801}",20,7,25.729807421059263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.8, 'e': 0.049023204046809966}",20,15,9.108957811525999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.04755250792540567}",30,23,15.388235712830477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.0461259326876435}",30,19,21.29724670544292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.04474215470701419}",20,9,-31.344593366362325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
103,False,"{'a': 0.8, 'e': 0.04339989006580376}",25,7,30.894632341546455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.042097893363829644}",20,12,14.140657216340731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.040834956562914755}",35,25,12.747108649815637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.8, 'e': 0.03960990786602731}",20,1,14.025913535960498,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.03842161063004649}",20,7,26.446785790968466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.03726896231114509}",20,7,13.422471822062002,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.03615089344181074}",20,6,27.786596433134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.03506636663855641}",20,6,-14.826767922115174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.8, 'e': 0.03401437563939972}",20,6,12.669071373025492,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.03299394437021773}",30,19,21.947718637974315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.032004126039111194}",25,14,25.809382428818576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.031044002257937856}",20,10,17.407134249914193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.8, 'e': 0.03011268219019972}",30,12,30.572929787899785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.029209301724493725}",25,19,10.197019161402805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.8, 'e': 0.028333022672758914}",25,7,32.44898909245234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.027483031992576144}",25,12,22.67321544531973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.026658541032798858}",20,16,8.191972173787164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.8, 'e': 0.02585878480181489}",20,8,23.58086066964374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.025083021257760445}",25,9,26.270264685379686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.024330530620027633}",25,6,32.47940803330975,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,6,23.949758366433922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,11,27.22160617013997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,15,19.755462238428603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,8,30.667855446373526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,15,14.8000414166176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,10,17.063215956022525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,8,30.950520222602147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,8,22.639858773098247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,0,-17.283689325966836,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
10,True,"{'a': 0.0, 'e': 0.0}",20,12,13.68748340641887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,9,15.291791555130926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,14,13.323183318241307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,21,21.18877098137758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,0,36.09142270140313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0.0, 'e': 0.0}",20,11,8.252755827319099,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,8,33.959065842347215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,0,30.38817016026545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0.0, 'e': 0.0}",20,5,26.80111543726588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,16,7.34478890380788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,11,16.647837939733336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,11,24.368159437492125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",25,3,36.01684952955857,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",30,20,18.51700658957263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",30,8,35.040539609626975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",25,16,19.442946210538974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,16,17.14661092093247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",35,22,24.747389836996476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",35,19,26.926385867248282,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",35,27,17.218068020921983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",35,6,42.94800873634703,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,12,16.43037631005918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",25,16,18.158198061024333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,4,24.557390739297773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",20,7,24.194800729263974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",25,13,23.764190308938716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",25,11,28.61714620372487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,16,7.171817725949436,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",35,21,26.71663567657163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",25,18,14.25314769465292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,12,23.98329608315781,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
