trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
66,False,"{'a': 0.8, 'e': 0.13394745350085685}",25,13,12.657066393367916,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.12992902989583113}",25,3,14.38781747325265,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.1260311589989562}",30,19,17.76250528395174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.12225022422898751}",25,0,4.272657759470586,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.8, 'e': 0.11858271750211788}",20,0,-4.579409852859628,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.11502523597705434}",20,0,33.74305767441489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.8, 'e': 0.1115744788977427}",25,2,12.873376661204171,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.8, 'e': 0.10822724453081042}",20,0,16.61382914163515,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
74,False,"{'a': 0.8, 'e': 0.10498042719488611}",20,16,6.921458300143894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.8, 'e': 0.10183101437903952}",25,20,8.389389827357244,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.09877608394766833}",20,12,13.563488819389132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.8, 'e': 0.09581280142923829}",20,7,-49.20070001069608,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
78,False,"{'a': 0.8, 'e': 0.09293841738636113}",25,9,17.280742045152305,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.8, 'e': 0.09015026486477029}",20,0,6.608404132693062,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.08744575691882718}",25,7,29.202317809229385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.08482238421126237}",20,0,34.06072348099676,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
82,False,"{'a': 0.8, 'e': 0.0822777126849245}",30,18,21.184373850065846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.07980938130437676}",30,8,34.58149145836492,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.8, 'e': 0.07741509986524546}",20,7,16.696761620949218,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.0750926468692881}",20,12,10.636848309104131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.07283986746320946}",20,0,27.66089385089581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.8, 'e': 0.07065467143931317}",30,12,20.069746097032425,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.8, 'e': 0.06853503129613378}",25,11,13.369168506457008,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.8, 'e': 0.06647898035724976}",20,0,15.449601705179699,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.8, 'e': 0.06448461094653227}",25,14,11.017308906992671,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.06255007261813629}",20,6,18.516808928444455,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.0606735704395922}",30,16,21.4662529671893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.05885336332640443}",20,5,14.732249895066301,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.057087762426612294}",25,15,15.894498857067413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.05537512955381393}",20,2,25.83612451811255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.053713875667199505}",20,12,12.89676423932672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.05210245939718352}",30,3,22.24250473300861,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.05053938561526801}",30,0,54.360779462664006,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.8, 'e': 0.049023204046809966}",35,23,22.602199184980776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.04755250792540567}",20,11,19.293536198858327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.0461259326876435}",25,9,26.646423618604885,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.04474215470701419}",25,17,2.874366049989567,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.8, 'e': 0.04339989006580376}",25,18,14.426051282180666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.042097893363829644}",25,15,16.127004417387067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.040834956562914755}",20,10,20.12409956512296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.8, 'e': 0.03960990786602731}",30,18,20.657377725985594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.03842161063004649}",20,4,26.98063241336714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.03726896231114509}",35,8,39.36262536489352,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.03615089344181074}",20,3,26.698461104938126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.03506636663855641}",30,11,31.36519607565806,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.03401437563939972}",20,11,11.741112284035868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.03299394437021773}",35,17,28.894744254054395,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.032004126039111194}",30,0,46.604584114269116,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.8, 'e': 0.031044002257937856}",25,10,25.40906053768435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.8, 'e': 0.03011268219019972}",25,17,17.249204467509994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.029209301724493725}",30,22,14.132103010245359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.8, 'e': 0.028333022672758914}",25,18,12.110357591189775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.027483031992576144}",30,13,20.67711798714283,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.026658541032798858}",25,11,22.76502694352591,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.8, 'e': 0.02585878480181489}",25,2,34.86297633150813,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.025083021257760445}",20,4,15.05646192696899,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.024330530620027633}",25,2,46.21762073828406,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,3,32.093457205738495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,9,22.780959708632203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,12,13.475640414574332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,19,10.214781293885917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,11,23.85123736232559,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,12,13.832259981918963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,12,13.180253577399231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,0,45.31777681915934,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,18,17.203863273828805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,19,19.329566740815487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
